,Unnamed: 0,level_0,timestamp,device,metric,value,Consumption by hour
689,689,0,2023-10-27 10:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2042.0,10.0
690,690,0,2023-10-27 11:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2055.0,13.0
691,691,0,2023-10-27 12:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2064.0,9.0
692,692,0,2023-10-27 13:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2071.0,7.0
693,693,0,2023-10-27 14:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2077.0,6.0
694,694,0,2023-10-27 15:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2086.0,9.0
695,695,0,2023-10-27 16:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2096.0,10.0
696,696,0,2023-10-27 17:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2103.0,7.0
697,697,0,2023-10-27 18:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2109.0,6.0
698,698,0,2023-10-27 19:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2111.0,2.0
699,699,0,2023-10-27 20:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2112.0,1.0
700,700,0,2023-10-27 21:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2112.0,0.0
701,701,0,2023-10-27 22:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2112.0,0.0
702,702,0,2023-10-27 23:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2112.0,0.0
703,703,0,2023-10-28 00:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2113.0,1.0
704,704,0,2023-10-28 01:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2113.0,0.0
705,705,0,2023-10-28 02:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2114.0,1.0
706,706,0,2023-10-28 03:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2114.0,0.0
707,707,0,2023-10-28 04:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2114.0,0.0
708,708,0,2023-10-28 05:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2115.0,1.0
709,709,0,2023-10-28 06:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2115.0,0.0
710,710,0,2023-10-28 07:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2115.0,0.0
711,711,0,2023-10-28 08:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2116.0,1.0
712,712,0,2023-10-28 09:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2117.0,1.0
713,713,0,2023-10-28 10:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2118.0,1.0
714,714,0,2023-10-28 11:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2119.0,1.0
715,715,0,2023-10-28 12:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2120.0,1.0
716,716,0,2023-10-28 13:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2120.0,0.0
717,717,0,2023-10-28 14:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2121.0,1.0
718,718,0,2023-10-28 15:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2121.0,0.0
719,719,0,2023-10-28 16:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2122.0,1.0
720,720,0,2023-10-28 17:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2122.0,0.0
721,721,0,2023-10-28 18:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2123.0,1.0
722,722,0,2023-10-28 19:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2123.0,0.0
723,723,0,2023-10-28 20:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2123.0,0.0
724,724,0,2023-10-28 21:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2123.0,0.0
725,725,0,2023-10-28 22:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2123.0,0.0
726,726,0,2023-10-28 23:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2123.0,0.0
727,727,0,2023-10-29 00:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2123.0,0.0
728,728,0,2023-10-29 01:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2123.0,0.0
729,729,0,2023-10-29 02:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2123.0,0.0
730,730,0,2023-10-29 03:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2123.0,0.0
731,731,0,2023-10-29 04:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2123.0,0.0
732,732,0,2023-10-29 05:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2123.0,0.0
733,733,0,2023-10-29 06:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2124.0,1.0
734,734,0,2023-10-29 07:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2124.0,0.0
735,735,0,2023-10-29 08:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2125.0,1.0
736,736,0,2023-10-29 09:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2125.0,0.0
737,737,0,2023-10-29 10:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2125.0,0.0
738,738,0,2023-10-29 11:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2126.0,1.0
739,739,0,2023-10-29 12:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2126.0,0.0
740,740,0,2023-10-29 13:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2127.0,1.0
741,741,0,2023-10-29 14:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2127.0,0.0
742,742,0,2023-10-29 15:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2128.0,1.0
743,743,0,2023-10-29 16:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2128.0,0.0
744,744,0,2023-10-29 17:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2129.0,1.0
745,745,0,2023-10-29 18:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2130.0,1.0
746,746,0,2023-10-29 19:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2130.0,0.0
747,747,0,2023-10-29 20:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2131.0,1.0
748,748,0,2023-10-29 21:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2132.0,1.0
749,749,0,2023-10-29 22:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2132.0,0.0
750,750,0,2023-10-29 23:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2132.0,0.0
751,751,0,2023-10-30 00:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2134.0,2.0
752,752,0,2023-10-30 01:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2134.0,0.0
753,753,0,2023-10-30 02:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2134.0,0.0
754,754,0,2023-10-30 03:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2135.0,1.0
755,755,0,2023-10-30 04:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2135.0,0.0
756,756,0,2023-10-30 05:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2136.0,1.0
757,757,0,2023-10-30 06:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2137.0,1.0
758,758,0,2023-10-30 07:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2139.0,2.0
759,759,0,2023-10-30 08:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2141.0,2.0
760,760,0,2023-10-30 09:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2147.0,6.0
761,761,0,2023-10-30 10:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2157.0,10.0
762,762,0,2023-10-30 11:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2163.0,6.0
763,763,0,2023-10-30 12:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2170.0,7.0
764,764,0,2023-10-30 13:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2174.0,4.0
765,765,0,2023-10-30 14:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2181.0,7.0
766,766,0,2023-10-30 15:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2192.0,11.0
767,767,0,2023-10-30 16:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2201.0,9.0
768,768,0,2023-10-30 17:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2211.0,10.0
769,769,0,2023-10-30 18:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2219.0,8.0
770,770,0,2023-10-30 19:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2220.0,1.0
771,771,0,2023-10-30 20:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2220.0,0.0
772,772,0,2023-10-30 21:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2220.0,0.0
773,773,0,2023-10-30 22:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2220.0,0.0
774,774,0,2023-10-30 23:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2220.0,0.0
775,775,0,2023-10-31 00:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2220.0,0.0
776,776,0,2023-10-31 01:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2220.0,0.0
777,777,0,2023-10-31 02:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2220.0,0.0
778,778,0,2023-10-31 03:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2220.0,0.0
779,779,0,2023-10-31 04:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2220.0,0.0
780,780,0,2023-10-31 05:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2220.0,0.0
781,781,0,2023-10-31 06:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2220.0,0.0
782,782,0,2023-10-31 07:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2223.0,3.0
783,783,0,2023-10-31 08:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2227.0,4.0
784,784,0,2023-10-31 09:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2231.0,4.0
785,785,0,2023-10-31 10:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2255.0,24.0
786,786,0,2023-10-31 11:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2263.0,8.0
787,787,0,2023-10-31 12:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2271.0,8.0
788,788,0,2023-10-31 13:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2279.0,8.0
789,789,0,2023-10-31 14:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2285.0,6.0
790,790,0,2023-10-31 15:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2297.0,12.0
791,791,0,2023-10-31 16:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2308.0,11.0
792,792,0,2023-10-31 17:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2316.0,8.0
793,793,0,2023-10-31 18:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2322.0,6.0
794,794,0,2023-10-31 19:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2324.0,2.0
795,795,0,2023-10-31 20:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2324.0,0.0
796,796,0,2023-10-31 21:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2325.0,1.0
797,797,0,2023-10-31 22:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2325.0,0.0
798,798,0,2023-10-31 23:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2325.0,0.0
799,799,0,2023-11-01 00:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2327.0,2.0
800,800,0,2023-11-01 01:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2327.0,0.0
801,801,0,2023-11-01 02:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2328.0,1.0
802,802,0,2023-11-01 03:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2328.0,0.0
803,803,0,2023-11-01 04:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2328.0,0.0
804,804,0,2023-11-01 05:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2330.0,2.0
805,805,0,2023-11-01 06:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2332.0,2.0
806,806,0,2023-11-01 07:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2339.0,7.0
807,807,0,2023-11-01 08:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2341.0,2.0
808,808,0,2023-11-01 09:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2346.0,5.0
809,809,0,2023-11-01 10:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2362.0,16.0
810,810,0,2023-11-01 11:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2372.0,10.0
811,811,0,2023-11-01 12:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2377.0,5.0
812,812,0,2023-11-01 13:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2382.0,5.0
813,813,0,2023-11-01 14:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2389.0,7.0
814,814,0,2023-11-01 15:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2395.0,6.0
815,815,0,2023-11-01 16:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2406.0,11.0
816,816,0,2023-11-01 17:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2420.0,14.0
817,817,0,2023-11-01 18:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2424.0,4.0
818,818,0,2023-11-01 19:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2424.0,0.0
819,819,0,2023-11-01 20:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2424.0,0.0
820,820,0,2023-11-01 21:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2424.0,0.0
821,821,0,2023-11-01 22:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2424.0,0.0
822,822,0,2023-11-01 23:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2424.0,0.0
823,823,0,2023-11-02 00:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2424.0,0.0
824,824,0,2023-11-02 01:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2424.0,0.0
825,825,0,2023-11-02 02:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2424.0,0.0
826,826,0,2023-11-02 03:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2424.0,0.0
827,827,0,2023-11-02 04:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2424.0,0.0
828,828,0,2023-11-02 05:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2424.0,0.0
829,829,0,2023-11-02 06:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2425.0,1.0
830,830,0,2023-11-02 07:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2426.0,1.0
831,831,0,2023-11-02 08:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2426.0,0.0
832,832,0,2023-11-02 09:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2427.0,1.0
833,833,0,2023-11-02 10:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2428.0,1.0
834,834,0,2023-11-02 11:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2428.0,0.0
835,835,0,2023-11-02 12:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2430.0,2.0
836,836,0,2023-11-02 13:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2430.0,0.0
837,837,0,2023-11-02 14:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2432.0,2.0
838,838,0,2023-11-02 15:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2432.0,0.0
839,839,0,2023-11-02 16:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2433.0,1.0
840,840,0,2023-11-02 17:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2435.0,2.0
841,841,0,2023-11-02 18:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2436.0,1.0
842,842,0,2023-11-02 19:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2437.0,1.0
843,843,0,2023-11-02 20:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2437.0,0.0
844,844,0,2023-11-02 21:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2438.0,1.0
845,845,0,2023-11-02 22:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2438.0,0.0
846,846,0,2023-11-02 23:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2438.0,0.0
847,847,0,2023-11-03 00:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2439.0,1.0
848,848,0,2023-11-03 01:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2439.0,0.0
849,849,0,2023-11-03 02:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2439.0,0.0
850,850,0,2023-11-03 03:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2440.0,1.0
851,851,0,2023-11-03 04:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2440.0,0.0
852,852,0,2023-11-03 05:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2441.0,1.0
853,853,0,2023-11-03 06:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2441.0,0.0
854,854,0,2023-11-03 07:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2441.0,0.0
855,855,0,2023-11-03 08:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2443.0,2.0
856,856,0,2023-11-03 09:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2444.0,1.0
857,857,0,2023-11-03 10:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2463.0,19.0
858,858,0,2023-11-03 11:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2470.0,7.0
859,859,0,2023-11-03 12:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2473.0,3.0
860,860,0,2023-11-03 13:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2483.0,10.0
861,861,0,2023-11-03 14:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2493.0,10.0
862,862,0,2023-11-03 15:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2498.0,5.0
863,863,0,2023-11-03 16:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2502.0,4.0
864,864,0,2023-11-03 17:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2508.0,6.0
865,865,0,2023-11-03 18:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,2.0
866,866,0,2023-11-03 19:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
867,867,0,2023-11-03 20:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
868,868,0,2023-11-03 21:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
869,869,0,2023-11-03 22:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
870,870,0,2023-11-03 23:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
871,871,0,2023-11-04 00:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
872,872,0,2023-11-04 01:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
873,873,0,2023-11-04 02:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
874,874,0,2023-11-04 03:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
875,875,0,2023-11-04 04:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
876,876,0,2023-11-04 05:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
877,877,0,2023-11-04 06:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
878,878,0,2023-11-04 07:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
879,879,0,2023-11-04 08:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
880,880,0,2023-11-04 09:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
881,881,0,2023-11-04 10:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
882,882,0,2023-11-04 11:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
883,883,0,2023-11-04 12:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
884,884,0,2023-11-04 13:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
885,885,0,2023-11-04 14:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
886,886,0,2023-11-04 15:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
887,887,0,2023-11-04 16:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
888,888,0,2023-11-04 17:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
889,889,0,2023-11-04 18:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2510.0,0.0
890,890,0,2023-11-04 19:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2511.0,1.0
891,891,0,2023-11-04 20:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2511.0,0.0
892,892,0,2023-11-04 21:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2512.0,1.0
893,893,0,2023-11-04 22:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2512.0,0.0
894,894,0,2023-11-04 23:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2513.0,1.0
895,895,0,2023-11-05 00:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2513.0,0.0
896,896,0,2023-11-05 01:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2513.0,0.0
897,897,0,2023-11-05 02:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2514.0,1.0
898,898,0,2023-11-05 03:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2514.0,0.0
899,899,0,2023-11-05 04:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2514.0,0.0
900,900,0,2023-11-05 05:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2515.0,1.0
901,901,0,2023-11-05 06:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2515.0,0.0
902,902,0,2023-11-05 07:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2517.0,2.0
903,903,0,2023-11-05 08:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2518.0,1.0
904,904,0,2023-11-05 09:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2518.0,0.0
905,905,0,2023-11-05 10:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2520.0,2.0
906,906,0,2023-11-05 11:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2520.0,0.0
907,907,0,2023-11-05 12:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2521.0,1.0
908,908,0,2023-11-05 13:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2521.0,0.0
909,909,0,2023-11-05 14:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2521.0,0.0
910,910,0,2023-11-05 15:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2521.0,0.0
911,911,0,2023-11-05 16:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2522.0,1.0
912,912,0,2023-11-05 17:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2522.0,0.0
913,913,0,2023-11-05 18:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2523.0,1.0
914,914,0,2023-11-05 19:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2523.0,0.0
915,915,0,2023-11-05 20:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2523.0,0.0
916,916,0,2023-11-05 21:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2523.0,0.0
917,917,0,2023-11-05 22:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2523.0,0.0
918,918,0,2023-11-05 23:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2523.0,0.0
919,919,0,2023-11-06 00:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2523.0,0.0
920,920,0,2023-11-06 01:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2523.0,0.0
921,921,0,2023-11-06 02:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2523.0,0.0
922,922,0,2023-11-06 03:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2523.0,0.0
923,923,0,2023-11-06 04:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2523.0,0.0
924,924,0,2023-11-06 05:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2523.0,0.0
925,925,0,2023-11-06 06:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2523.0,0.0
926,926,0,2023-11-06 07:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2527.0,4.0
927,927,0,2023-11-06 08:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2530.0,3.0
928,928,0,2023-11-06 09:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2535.0,5.0
929,929,0,2023-11-06 10:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2541.0,6.0
930,930,0,2023-11-06 11:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2549.0,8.0
931,931,0,2023-11-06 12:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2558.0,9.0
932,932,0,2023-11-06 13:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2563.0,5.0
933,933,0,2023-11-06 14:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2573.0,10.0
934,934,0,2023-11-06 15:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2580.0,7.0
935,935,0,2023-11-06 16:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2582.0,2.0
936,936,0,2023-11-06 17:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2587.0,5.0
937,937,0,2023-11-06 18:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2589.0,2.0
938,938,0,2023-11-06 19:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2590.0,1.0
939,939,0,2023-11-06 20:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2590.0,0.0
940,940,0,2023-11-06 21:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2591.0,1.0
941,941,0,2023-11-06 22:00:00-03:00,SENSFLW-0600-VERACRUZ,/Entered,2591.0,0.0
